time,C6H6,CO,NO2,O3,PM10,PM25,SO2
2024-10-15 08:00:00,0.37,0.226,9.5,37.5,11.8,10.1,5.7
2024-10-15 09:00:00,0.29,0.218,6.3,44.9,9.8,8.2,6.2
2024-10-15 10:00:00,0.25,0.223,5.2,52.9,8.2,6.7,5.6
2024-10-15 11:00:00,0.21,0.235,6.9,54.9,8.4,6.8,5.1
2024-10-15 12:00:00,0.23,0.277,6.6,61.4,7.7,6.1,5.7
2024-10-15 13:00:00,0.29,0.226,5.6,60.9,7.9,5.8,5.9
2024-10-15 14:00:00,0.26,0.208,5.6,63.0,8.2,6.1,5.9
2024-10-15 15:00:00,0.31,0.21,6.7,64.0,8.9,6.3,5.5
2024-10-15 16:00:00,0.25,0.228,7.4,62.3,9.4,6.5,5.1
2024-10-15 17:00:00,0.26,0.229,6.5,61.1,7.3,5.8,5.3
2024-10-15 18:00:00,0.31,0.291,13.1,42.5,11.1,9.9,5.0
2024-10-15 19:00:00,0.87,0.338,10.1,37.9,12.3,11.1,4.5
2024-10-15 20:00:00,2.27,0.418,8.3,37.7,14.4,13.2,4.6
2024-10-15 21:00:00,,,,,,,
2024-10-15 22:00:00,,,,,,,
2024-10-15 23:00:00,,,,,,,
2024-10-16 00:00:00,,,,,,,
2024-10-16 01:00:00,,,,,,,
2024-10-16 02:00:00,,,,,,,
2024-10-16 03:00:00,,,,,,,
2024-10-16 04:00:00,,,,,,,
2024-10-16 05:00:00,,,,,,,
2024-10-16 06:00:00,,,,,,,
2024-10-16 07:00:00,,,,,,,
2024-10-16 08:00:00,,,,,,,
2024-10-16 09:00:00,,,,,,,
2024-10-16 10:00:00,,,,,,,
2024-10-16 11:00:00,0.34,0.21,8.9,54.1,8.4,5.4,4.6
2024-10-16 12:00:00,0.2,0.208,4.9,61.4,7.7,5.0,3.9
2024-10-16 13:00:00,0.21,0.218,6.2,59.8,7.2,4.8,4.0
2024-10-16 14:00:00,0.2,0.198,6.6,60.5,7.2,4.7,3.8
2024-10-16 15:00:00,0.21,0.234,11.0,54.0,8.2,5.1,6.6
2024-10-16 16:00:00,0.27,0.241,17.3,47.5,9.6,6.6,6.7
2024-10-16 17:00:00,0.38,0.341,35.0,24.3,14.3,9.7,4.7
2024-10-16 18:00:00,0.94,0.462,47.7,6.6,17.9,13.2,3.7
2024-10-16 19:00:00,1.55,0.455,43.3,9.6,21.9,16.7,4.1
2024-10-16 20:00:00,1.68,0.385,37.5,13.7,24.6,19.7,3.7
2024-10-16 21:00:00,1.47,0.366,25.1,25.3,22.9,19.2,3.7
2024-10-16 22:00:00,1.24,0.321,20.1,30.0,19.9,16.5,3.3
2024-10-16 23:00:00,1.13,0.263,9.2,41.3,15.0,12.7,3.4
2024-10-17 00:00:00,0.58,0.246,6.2,43.1,11.7,10.4,2.3
2024-10-17 01:00:00,0.45,0.228,5.4,43.1,11.4,10.0,2.6
2024-10-17 02:00:00,0.49,0.237,3.9,45.8,9.9,8.5,2.9
2024-10-17 03:00:00,0.43,0.245,4.4,44.7,10.3,8.9,3.4
2024-10-17 04:00:00,0.44,0.264,4.8,43.9,10.6,9.0,3.1
2024-10-17 05:00:00,0.49,0.288,9.0,40.5,11.0,9.3,3.4
2024-10-17 06:00:00,0.53,0.3,14.6,33.3,12.0,10.1,3.0
2024-10-17 07:00:00,0.64,0.323,19.6,29.1,13.1,10.6,3.3
2024-10-17 08:00:00,0.58,0.278,14.9,35.7,11.9,9.7,3.0
2024-10-17 09:00:00,0.45,0.265,8.4,45.3,11.3,8.2,3.5
2024-10-17 10:00:00,0.45,0.261,6.8,49.7,9.8,7.1,3.5
2024-10-17 11:00:00,0.36,0.275,7.2,52.1,10.5,6.9,3.5
2024-10-17 12:00:00,0.35,0.26,6.0,59.9,9.7,6.8,3.4
2024-10-17 13:00:00,0.44,0.251,7.0,63.2,8.9,5.9,3.4
2024-10-17 14:00:00,0.27,0.27,9.4,60.6,10.1,6.5,3.7
2024-10-17 15:00:00,0.33,0.251,12.5,59.1,11.8,6.8,6.0
2024-10-17 16:00:00,0.31,0.256,12.9,56.8,11.3,7.2,4.6
2024-10-17 17:00:00,0.31,0.254,16.6,50.3,14.2,8.3,9.5
2024-10-17 18:00:00,0.39,0.247,12.5,53.1,12.7,9.4,4.7
2024-10-17 19:00:00,0.58,0.246,10.3,53.6,11.6,8.7,4.1
2024-10-17 20:00:00,0.48,0.238,7.2,56.2,11.9,9.1,4.2
2024-10-17 21:00:00,0.45,0.235,5.8,57.1,12.0,9.6,4.3
2024-10-17 22:00:00,0.45,0.234,4.5,58.0,11.8,9.6,4.1
2024-10-17 23:00:00,0.46,0.249,4.1,57.4,12.0,10.2,4.0
2024-10-18 00:00:00,0.49,0.234,4.0,56.1,12.1,10.3,4.1
2024-10-18 01:00:00,0.47,0.255,3.5,54.8,11.5,10.0,4.2
2024-10-18 02:00:00,0.46,0.248,3.7,52.8,11.4,9.9,3.5
2024-10-18 03:00:00,0.44,0.233,3.8,50.8,11.7,10.1,4.1
2024-10-18 04:00:00,0.44,0.249,4.5,49.8,11.8,10.3,4.5
2024-10-18 05:00:00,0.46,0.27,7.8,45.9,12.6,10.8,4.7
2024-10-18 06:00:00,0.45,0.292,14.0,37.8,13.6,11.5,4.6
2024-10-18 07:00:00,0.58,0.325,21.2,29.5,15.7,12.7,4.4
2024-10-18 08:00:00,0.59,0.291,16.8,36.0,15.8,12.8,4.9
2024-10-18 09:00:00,0.51,0.279,12.1,41.6,15.3,12.1,5.6
2024-10-18 10:00:00,0.48,0.286,10.0,45.6,15.5,11.2,5.4
2024-10-18 11:00:00,0.44,0.278,8.1,55.8,13.7,10.4,4.7
2024-10-18 12:00:00,0.43,0.268,10.5,51.0,15.8,10.3,5.2
2024-10-18 13:00:00,0.49,0.268,9.2,55.8,12.7,9.5,5.9
2024-10-18 14:00:00,0.41,0.262,11.2,60.3,12.9,9.3,5.8
2024-10-18 15:00:00,0.41,0.302,16.9,57.4,15.8,10.2,6.9
2024-10-18 16:00:00,0.4,0.285,17.4,59.3,12.4,8.2,5.6
2024-10-18 17:00:00,0.41,0.297,26.1,44.6,21.0,10.4,10.0
2024-10-18 18:00:00,0.52,0.285,22.2,45.1,16.7,9.8,10.2
2024-10-18 19:00:00,0.41,0.261,12.1,53.7,13.4,10.0,5.5
2024-10-18 20:00:00,0.44,0.252,10.1,55.7,13.4,10.0,4.4
2024-10-18 21:00:00,0.54,0.265,8.4,55.5,12.6,9.4,4.6
2024-10-18 22:00:00,0.48,0.261,6.4,56.9,11.5,9.1,3.8
2024-10-18 23:00:00,0.48,0.264,4.4,57.8,12.2,9.6,4.6
2024-10-19 00:00:00,0.55,0.25,3.8,58.2,11.8,9.6,4.8
2024-10-19 01:00:00,0.49,0.245,4.0,57.7,11.8,9.7,4.1
2024-10-19 02:00:00,0.46,0.249,4.3,56.5,12.0,10.2,4.4
2024-10-19 03:00:00,0.45,0.252,4.1,56.5,11.6,9.5,4.8
2024-10-19 04:00:00,0.43,0.257,4.2,56.1,12.1,9.5,4.4
2024-10-19 05:00:00,0.42,0.273,7.2,51.9,13.9,11.1,4.6
2024-10-19 06:00:00,0.48,0.294,11.9,45.5,16.8,13.6,4.9
2024-10-19 07:00:00,0.52,0.33,15.4,40.5,18.0,14.3,4.8
2024-10-19 08:00:00,0.92,0.308,15.9,41.7,17.5,13.2,4.3
2024-10-19 09:00:00,0.61,0.296,11.1,50.2,15.1,11.5,4.7
2024-10-19 10:00:00,0.55,0.275,7.4,57.4,13.6,10.2,4.4
2024-10-19 11:00:00,0.52,0.286,6.7,61.7,11.8,8.7,4.9
2024-10-19 12:00:00,0.41,0.27,6.7,65.7,11.5,8.4,4.5
2024-10-19 13:00:00,0.39,0.287,8.0,66.2,11.9,8.3,7.1
2024-10-19 14:00:00,0.43,0.293,11.4,63.2,14.5,9.6,13.5
2024-10-19 15:00:00,0.4,0.271,8.1,66.6,13.0,9.3,5.4
2024-10-19 16:00:00,0.43,0.292,12.5,60.2,15.7,11.1,13.0
2024-10-19 17:00:00,0.57,0.279,14.7,56.8,16.4,12.2,11.5
2024-10-19 18:00:00,0.68,0.284,10.8,60.4,17.8,14.3,6.2
2024-10-19 19:00:00,1.04,0.27,10.9,58.1,17.8,14.5,6.3
2024-10-19 20:00:00,0.68,0.278,9.9,56.7,16.5,13.6,6.3
2024-10-19 21:00:00,0.65,0.271,8.4,56.9,15.0,12.3,5.0
2024-10-19 22:00:00,0.59,0.284,7.4,56.3,14.4,12.4,4.6
2024-10-19 23:00:00,0.68,0.277,8.1,54.6,15.7,13.7,4.3
2024-10-20 00:00:00,0.68,0.271,5.4,55.3,17.0,14.9,4.2
2024-10-20 01:00:00,0.72,0.279,5.7,51.0,17.1,15.3,3.6
2024-10-20 02:00:00,1.03,0.304,5.4,49.3,18.0,16.2,3.9
2024-10-20 03:00:00,0.76,0.289,4.9,47.6,17.6,15.9,3.7
2024-10-20 04:00:00,0.75,0.285,4.8,45.7,17.5,16.1,3.7
2024-10-20 05:00:00,0.75,0.302,6.9,41.6,19.1,17.5,3.8
2024-10-20 06:00:00,0.78,0.287,7.8,40.0,18.6,17.1,3.9
2024-10-20 07:00:00,0.67,0.29,7.6,41.5,18.8,17.2,3.9
2024-10-20 08:00:00,0.8,0.304,7.8,42.6,19.7,17.8,3.8
2024-10-20 09:00:00,0.68,0.294,7.8,44.4,19.8,17.7,5.2
2024-10-20 10:00:00,0.71,0.288,8.5,48.2,20.2,17.3,5.8
2024-10-20 11:00:00,0.71,0.283,7.0,56.0,18.6,15.6,5.7
2024-10-20 12:00:00,,0.287,6.6,60.9,16.8,14.2,4.9
2024-10-20 13:00:00,,0.297,8.7,60.8,17.0,13.9,4.5
2024-10-20 14:00:00,,0.289,7.8,62.9,16.6,13.3,4.5
2024-10-20 15:00:00,,0.287,9.4,63.6,15.8,12.8,4.4
2024-10-20 16:00:00,,0.301,10.2,60.2,17.9,14.5,5.0
2024-10-20 17:00:00,,0.332,12.7,55.5,17.8,14.6,5.2
2024-10-20 18:00:00,,0.344,13.8,53.9,18.3,15.1,5.8
2024-10-20 19:00:00,,0.338,11.3,56.4,17.8,14.7,6.7
2024-10-20 20:00:00,,0.336,10.1,57.3,18.6,15.5,6.0
2024-10-20 21:00:00,,0.339,9.6,56.7,18.0,15.5,5.2
2024-10-20 22:00:00,,0.299,7.5,56.7,17.8,15.8,5.5
2024-10-20 23:00:00,,0.301,7.2,55.8,18.6,16.6,5.5
2024-10-21 00:00:00,,0.312,7.3,53.2,19.4,17.5,5.8
2024-10-21 01:00:00,,0.329,6.8,51.9,19.9,18.2,5.6
2024-10-21 02:00:00,,0.332,7.2,50.0,20.0,18.5,5.6
2024-10-21 03:00:00,,0.327,7.0,49.5,20.2,18.7,5.8
2024-10-21 04:00:00,,0.352,8.1,45.9,20.7,19.3,5.4
2024-10-21 05:00:00,,0.363,10.9,40.4,21.5,19.9,5.3
2024-10-21 06:00:00,,0.42,17.3,31.8,24.4,21.8,5.9
2024-10-21 07:00:00,0.64,0.444,27.5,22.6,28.3,23.6,5.3
2024-10-21 08:00:00,1.75,0.414,24.1,24.5,28.2,24.4,5.5
2024-10-21 09:00:00,1.9,0.411,17.9,30.1,27.7,23.2,5.3
2024-10-21 10:00:00,1.48,0.366,14.5,41.5,28.2,21.7,6.2
2024-10-21 11:00:00,1.28,0.369,15.0,42.6,27.2,19.8,6.3
2024-10-21 12:00:00,1.24,0.374,16.1,43.6,27.6,21.9,6.6
2024-10-21 13:00:00,1.22,0.359,19.0,41.1,27.6,20.4,6.1
2024-10-21 14:00:00,1.23,0.368,20.3,37.3,26.2,20.9,6.0
2024-10-21 15:00:00,1.18,0.369,24.9,35.6,27.9,21.7,6.6
2024-10-21 16:00:00,1.19,0.392,30.4,28.4,30.7,23.8,6.3
2024-10-21 17:00:00,1.82,0.468,36.6,21.1,37.8,29.6,7.0
2024-10-21 18:00:00,2.17,0.432,30.9,25.1,35.5,27.5,6.6
2024-10-21 19:00:00,1.6,0.416,32.0,21.8,32.6,25.8,6.5
2024-10-21 20:00:00,1.58,0.446,36.9,16.2,33.4,27.3,7.5
2024-10-21 21:00:00,1.65,0.445,25.6,25.2,31.9,27.1,6.9
2024-10-21 22:00:00,1.34,0.392,21.8,26.4,29.3,25.4,6.7
2024-10-21 23:00:00,1.23,0.37,17.3,30.3,28.5,24.5,6.2
2024-10-22 00:00:00,1.1,0.344,14.9,30.1,28.2,24.4,6.5
2024-10-22 01:00:00,1.03,0.337,13.2,29.2,28.6,25.1,6.5
2024-10-22 02:00:00,1.09,0.358,12.7,28.1,29.5,26.0,5.8
2024-10-22 03:00:00,1.09,0.347,11.5,25.2,29.2,25.9,5.8
2024-10-22 04:00:00,1.18,0.371,14.7,21.6,29.5,26.0,6.3
2024-10-22 05:00:00,1.21,0.404,21.7,15.5,31.6,27.2,6.5
2024-10-22 06:00:00,1.58,0.452,29.6,8.7,34.8,29.1,6.1
2024-10-22 07:00:00,1.77,0.563,35.9,7.3,39.0,31.4,6.7
2024-10-22 08:00:00,2.09,0.53,30.7,9.6,39.3,32.3,6.7
2024-10-22 09:00:00,1.61,0.43,22.8,19.6,39.0,32.1,6.9
2024-10-22 10:00:00,1.64,0.397,20.3,30.2,38.0,29.8,8.1
2024-10-22 11:00:00,1.5,0.424,19.0,36.8,38.9,29.3,8.9
2024-10-22 12:00:00,1.45,0.385,18.1,42.1,34.2,27.4,8.2
2024-10-22 13:00:00,1.17,0.362,17.2,48.7,30.7,24.7,8.1
2024-10-22 14:00:00,1.05,0.349,15.5,63.2,29.9,23.2,8.3
2024-10-22 15:00:00,0.92,0.353,18.4,65.8,33.5,24.6,9.1
2024-10-22 16:00:00,0.95,0.362,22.6,60.0,31.8,24.6,7.9
2024-10-22 17:00:00,0.76,0.335,23.0,56.1,29.2,22.9,8.1
2024-10-22 18:00:00,0.8,0.325,20.3,55.5,27.8,22.4,7.5
2024-10-22 19:00:00,0.85,0.353,18.3,53.3,29.2,24.1,7.6
2024-10-22 20:00:00,0.82,0.293,8.3,55.9,24.5,20.6,7.1
2024-10-22 21:00:00,0.38,0.202,3.5,62.9,5.4,4.4,5.9
2024-10-22 22:00:00,0.14,0.187,2.4,68.1,5.1,4.1,5.2
2024-10-22 23:00:00,0.13,0.192,2.1,73.4,5.6,4.5,5.0
2024-10-23 00:00:00,0.13,0.191,2.4,70.5,7.0,5.7,4.9
2024-10-23 01:00:00,0.16,0.197,2.1,67.8,7.3,6.0,4.8
2024-10-23 02:00:00,0.16,0.198,2.2,64.1,7.2,5.8,4.9
2024-10-23 03:00:00,0.14,0.203,2.2,63.0,7.5,6.1,4.4
2024-10-23 04:00:00,0.14,0.204,2.4,62.5,8.5,6.8,4.3
2024-10-23 05:00:00,0.16,0.218,5.6,53.8,9.6,7.8,4.5
2024-10-23 06:00:00,0.19,0.223,7.6,49.6,10.6,8.6,4.3
2024-10-23 07:00:00,0.34,0.326,22.0,31.1,12.0,9.2,3.2
2024-10-23 08:00:00,0.49,0.264,17.0,38.1,12.5,9.7,3.9
2024-10-23 09:00:00,0.29,0.225,8.9,47.0,12.6,9.9,3.8
2024-10-23 10:00:00,0.24,0.226,6.5,51.9,12.0,9.3,3.8
2024-10-23 11:00:00,0.22,0.208,4.7,60.8,12.3,9.0,4.2
2024-10-23 12:00:00,0.19,0.227,4.7,66.6,11.8,8.3,3.8
2024-10-23 13:00:00,0.28,0.282,4.8,68.2,13.1,8.3,3.5
2024-10-23 14:00:00,0.19,0.23,5.4,67.1,13.3,8.7,3.9
2024-10-23 15:00:00,0.24,0.219,5.7,66.2,12.9,8.7,3.9
2024-10-23 16:00:00,0.21,0.229,7.5,63.8,11.9,8.5,3.6
2024-10-23 17:00:00,0.24,0.238,14.9,50.8,11.9,9.1,4.0
2024-10-23 18:00:00,0.88,0.358,30.8,29.6,21.1,16.8,3.8
2024-10-23 19:00:00,0.81,0.256,10.8,44.5,18.3,15.5,3.6
2024-10-23 20:00:00,0.66,0.307,16.2,35.9,21.9,19.0,3.5
2024-10-23 21:00:00,0.78,0.273,10.8,37.2,20.6,18.2,3.2
2024-10-23 22:00:00,0.65,0.271,8.7,36.6,20.5,18.5,3.6
2024-10-23 23:00:00,0.63,0.262,7.8,33.6,21.2,19.4,3.5
2024-10-24 00:00:00,0.63,0.258,7.4,31.5,21.5,19.9,3.6
2024-10-24 01:00:00,0.63,0.263,9.6,25.5,21.5,19.8,3.8
2024-10-24 02:00:00,0.65,0.267,8.5,23.9,20.5,19.3,3.5
2024-10-24 03:00:00,0.67,0.305,8.5,26.2,19.8,18.7,3.1
2024-10-24 04:00:00,0.66,0.325,10.1,23.0,19.7,18.7,3.2
2024-10-24 05:00:00,0.72,0.343,12.7,20.2,18.2,17.2,3.1
2024-10-24 06:00:00,0.65,0.34,17.9,21.4,17.5,14.7,3.2
2024-10-24 07:00:00,0.76,0.35,22.1,17.7,17.0,13.7,2.8
2024-10-24 08:00:00,0.64,0.328,14.2,25.0,15.0,12.8,2.9
2024-10-24 09:00:00,0.55,0.322,18.1,25.0,16.4,13.6,3.0
2024-10-24 10:00:00,0.62,0.278,11.8,32.3,15.6,14.1,2.9
2024-10-24 11:00:00,0.43,0.271,7.2,44.5,15.3,12.9,2.8
2024-10-24 12:00:00,0.4,0.255,5.2,54.1,13.8,11.5,3.0
2024-10-24 13:00:00,0.33,0.248,3.8,63.7,14.2,10.9,3.4
2024-10-24 14:00:00,0.23,0.235,3.6,71.6,12.9,9.3,3.0
2024-10-24 15:00:00,0.25,0.268,7.2,69.3,13.1,9.0,3.8
2024-10-24 16:00:00,0.33,0.266,10.3,64.7,14.1,10.3,3.8
2024-10-24 17:00:00,0.49,0.356,22.6,44.1,17.1,12.9,3.9
2024-10-24 18:00:00,1.5,0.614,49.2,7.0,22.9,16.7,3.5
2024-10-24 19:00:00,2.12,0.711,37.0,4.9,31.0,24.7,3.9
2024-10-24 20:00:00,2.87,0.83,30.3,5.0,34.4,28.9,3.9
2024-10-24 21:00:00,2.66,0.928,29.4,5.1,38.2,31.9,4.0
2024-10-24 22:00:00,5.36,1.225,28.2,5.6,52.8,46.6,4.5
2024-10-24 23:00:00,5.56,1.081,24.6,5.2,49.4,43.5,4.5
2024-10-25 00:00:00,4.3,0.87,20.1,4.9,42.9,38.6,4.5
2024-10-25 01:00:00,3.35,0.708,17.0,4.5,39.8,34.9,4.6
2024-10-25 02:00:00,2.66,0.591,14.4,4.6,34.2,29.3,4.4
2024-10-25 03:00:00,1.82,0.398,15.4,5.0,24.5,22.8,3.9
2024-10-25 04:00:00,1.31,0.374,16.5,5.1,24.0,23.1,3.8
2024-10-25 05:00:00,1.37,0.418,17.0,4.8,22.3,20.9,4.3
2024-10-25 06:00:00,1.37,0.434,21.3,4.7,26.0,21.6,4.2
2024-10-25 07:00:00,1.79,0.523,27.8,5.7,26.9,21.2,4.1
2024-10-25 08:00:00,1.51,0.403,28.4,9.9,21.3,16.3,3.8
2024-10-25 09:00:00,0.81,0.3,17.3,26.3,16.3,13.1,3.6
2024-10-25 10:00:00,0.8,0.327,17.7,23.7,24.4,19.4,4.3
2024-10-25 11:00:00,1.07,0.331,16.9,30.4,19.2,17.5,5.4
2024-10-25 12:00:00,0.8,0.308,14.5,35.7,19.6,18.2,6.9
2024-10-25 13:00:00,0.83,0.322,12.4,38.1,21.0,19.1,5.6
2024-10-25 14:00:00,0.79,0.332,14.7,39.6,21.6,19.3,6.3
2024-10-25 15:00:00,0.96,0.374,14.8,38.8,20.6,19.0,5.3
2024-10-25 16:00:00,1.03,0.409,18.0,32.2,21.2,19.9,5.2
2024-10-25 17:00:00,0.87,0.353,17.3,30.8,21.6,20.5,4.4
2024-10-25 18:00:00,0.79,0.322,14.5,34.1,21.1,20.2,4.5
2024-10-25 19:00:00,0.83,0.338,13.2,34.0,21.9,21.1,4.8
2024-10-25 20:00:00,0.82,0.352,13.2,31.2,22.0,21.2,5.0
2024-10-25 21:00:00,0.92,0.342,11.3,32.7,21.0,20.5,4.9
2024-10-25 22:00:00,0.86,0.364,12.0,28.4,24.2,23.9,5.3
2024-10-25 23:00:00,0.99,0.35,10.9,26.6,25.8,25.5,5.1
2024-10-26 00:00:00,1.04,0.361,9.5,24.1,25.5,25.3,5.1
2024-10-26 01:00:00,1.05,0.344,10.4,21.4,25.3,25.0,5.5
2024-10-26 02:00:00,1.08,0.345,9.4,19.0,25.4,25.1,5.4
2024-10-26 03:00:00,1.14,0.347,9.9,17.6,25.9,25.8,5.3
2024-10-26 04:00:00,1.2,0.358,10.4,15.5,27.0,27.0,5.1
2024-10-26 05:00:00,1.3,0.382,13.1,12.3,28.1,28.1,5.7
2024-10-26 06:00:00,1.41,0.4,12.5,12.2,29.0,29.0,5.5
2024-10-26 07:00:00,1.53,0.43,16.1,8.2,32.0,31.8,5.3
2024-10-26 08:00:00,2.01,0.526,18.8,7.5,36.0,35.4,5.7
2024-10-26 09:00:00,2.06,0.495,14.8,12.5,38.5,37.5,6.0
2024-10-26 10:00:00,2.04,0.515,15.9,16.0,41.4,39.1,6.2
2024-10-26 11:00:00,2.1,0.488,14.7,22.2,42.8,40.2,7.0
2024-10-26 12:00:00,2.04,0.488,14.1,26.4,43.8,40.8,7.4
2024-10-26 13:00:00,1.92,0.474,14.9,32.8,44.9,40.9,8.2
2024-10-26 14:00:00,1.88,0.459,18.2,22.9,51.8,45.2,17.5
2024-10-26 15:00:00,1.87,0.465,19.8,22.0,54.1,47.0,20.8
2024-10-26 16:00:00,2.02,0.483,19.6,17.5,54.0,49.6,12.3
2024-10-26 17:00:00,2.13,0.54,23.7,11.0,53.8,50.5,7.1
2024-10-26 18:00:00,2.91,0.636,27.0,5.6,58.4,55.7,6.9
2024-10-26 19:00:00,3.17,0.672,23.5,5.6,61.8,55.3,6.3
2024-10-26 20:00:00,3.48,0.679,20.0,4.9,66.5,54.3,6.7
2024-10-26 21:00:00,3.69,0.703,20.5,5.5,73.2,58.6,6.1
2024-10-26 22:00:00,3.53,0.632,16.9,4.6,61.7,46.3,5.8
2024-10-26 23:00:00,3.0,0.62,16.0,4.6,58.1,44.3,6.2
2024-10-27 00:00:00,3.02,0.557,14.4,5.3,50.5,39.4,6.2
2024-10-27 01:00:00,2.47,0.494,13.1,6.0,48.9,38.3,5.7
2024-10-27 02:00:00,2.39,0.483,11.6,6.3,43.2,37.0,5.7
2024-10-27 03:00:00,2.32,0.468,11.0,8.4,42.9,38.7,5.7
2024-10-27 04:00:00,2.35,0.488,9.5,8.7,41.0,39.6,5.7
2024-10-27 05:00:00,2.38,0.472,10.2,10.5,37.0,36.9,5.5
2024-10-27 06:00:00,2.32,0.483,12.0,10.0,35.6,35.6,5.6
2024-10-27 07:00:00,2.23,0.491,11.5,10.8,33.7,33.7,5.5
2024-10-27 08:00:00,2.24,0.469,10.9,16.1,32.8,32.8,5.5
2024-10-27 09:00:00,2.05,0.467,12.3,16.0,32.0,32.0,6.2
2024-10-27 10:00:00,2.02,0.456,13.2,20.0,33.4,33.4,6.1
2024-10-27 11:00:00,1.88,0.473,13.1,26.2,37.7,36.4,6.1
2024-10-27 12:00:00,1.73,0.425,11.8,42.7,39.1,36.4,7.8
2024-10-27 13:00:00,1.29,0.372,8.4,55.1,36.1,32.3,9.2
2024-10-27 14:00:00,1.27,0.377,10.1,60.4,35.5,31.9,10.6
2024-10-27 15:00:00,1.23,0.381,11.7,66.2,35.2,31.3,9.5
2024-10-27 16:00:00,1.35,0.439,14.7,61.3,35.5,31.2,9.3
2024-10-27 17:00:00,1.56,0.496,26.0,44.2,39.9,36.0,8.7
2024-10-27 18:00:00,2.24,0.575,32.9,26.2,47.2,43.3,7.8
2024-10-27 19:00:00,2.69,0.6,28.5,22.4,47.2,45.1,7.7
2024-10-27 20:00:00,2.54,0.584,30.9,17.5,47.2,44.9,7.4
2024-10-27 21:00:00,2.38,0.57,26.5,22.6,47.6,45.3,7.6
2024-10-27 22:00:00,2.09,0.41,8.6,46.0,42.1,40.1,7.4
2024-10-27 23:00:00,1.38,0.351,5.5,44.9,35.1,33.7,6.5
2024-10-28 00:00:00,1.12,0.306,4.6,50.1,26.5,25.3,6.3
2024-10-28 01:00:00,0.7,0.281,4.3,60.0,17.3,16.2,6.5
2024-10-28 02:00:00,0.48,0.254,3.9,60.1,14.6,13.4,6.4
2024-10-28 03:00:00,0.37,0.24,3.4,61.0,11.9,10.5,6.1
2024-10-28 04:00:00,0.31,0.242,2.8,60.3,10.8,9.3,5.6
2024-10-28 05:00:00,0.24,0.232,2.8,59.5,9.8,8.4,5.5
2024-10-28 06:00:00,0.28,0.243,5.2,51.8,10.6,9.1,5.3
2024-10-28 07:00:00,0.28,0.273,9.4,41.8,12.0,10.1,5.6
2024-10-28 08:00:00,0.43,0.297,16.0,36.4,12.5,10.2,5.0
2024-10-28 09:00:00,0.37,0.256,10.9,48.0,10.4,8.3,5.2
2024-10-28 10:00:00,0.26,0.24,8.8,53.0,11.4,9.1,5.5
2024-10-28 11:00:00,0.3,0.248,7.1,57.9,12.5,9.4,5.3
2024-10-28 12:00:00,0.23,0.242,6.4,68.6,12.0,7.4,5.4
2024-10-28 13:00:00,0.21,0.271,7.9,68.3,12.4,8.7,5.4
2024-10-28 14:00:00,0.24,0.247,8.0,68.5,17.0,10.7,5.2
2024-10-28 15:00:00,0.3,0.249,7.5,67.2,13.6,10.7,5.5
2024-10-28 16:00:00,0.3,0.257,13.0,54.2,16.8,13.3,5.4
2024-10-28 17:00:00,0.4,0.288,16.6,46.5,20.2,15.9,5.4
2024-10-28 18:00:00,0.66,0.33,27.4,31.6,22.9,19.0,6.0
2024-10-28 19:00:00,0.75,0.356,35.4,21.1,23.6,20.0,6.6
2024-10-28 20:00:00,0.97,0.366,27.0,25.7,27.6,23.7,5.6
2024-10-28 21:00:00,0.99,0.37,27.6,21.3,28.8,24.8,5.7
2024-10-28 22:00:00,0.96,0.354,22.6,23.5,27.4,24.3,6.5
2024-10-28 23:00:00,0.89,0.336,18.8,25.7,26.6,24.1,6.5
2024-10-29 00:00:00,0.78,0.328,11.8,29.4,26.2,24.4,6.3
2024-10-29 01:00:00,0.86,0.351,14.6,21.6,27.7,25.7,5.1
2024-10-29 02:00:00,0.89,0.346,12.1,22.1,28.8,27.0,5.5
2024-10-29 03:00:00,0.93,0.359,10.6,21.0,30.0,28.1,6.1
2024-10-29 04:00:00,0.92,0.366,12.5,16.7,30.4,28.2,6.2
2024-10-29 05:00:00,0.95,0.366,11.7,16.3,33.4,29.3,5.6
2024-10-29 06:00:00,0.87,0.373,17.2,9.9,33.0,29.5,6.0
2024-10-29 07:00:00,1.17,0.479,24.0,5.6,36.1,30.7,6.2
2024-10-29 08:00:00,1.31,0.469,21.6,7.8,34.1,30.1,5.9
2024-10-29 09:00:00,1.15,0.387,16.9,12.5,32.8,29.5,7.5
2024-10-29 10:00:00,0.98,0.361,13.7,18.3,30.8,27.2,7.0
2024-10-29 11:00:00,0.84,0.352,12.5,27.2,27.0,24.4,6.3
2024-10-29 12:00:00,0.64,0.299,10.0,38.5,23.7,20.6,6.1
2024-10-29 13:00:00,0.48,0.287,10.2,46.2,20.3,17.1,5.8
2024-10-29 14:00:00,0.51,0.301,13.7,41.4,22.0,18.4,6.2
2024-10-29 15:00:00,0.51,0.309,15.9,39.8,21.8,18.4,6.1
2024-10-29 16:00:00,0.64,0.395,27.6,27.5,26.6,21.3,6.6
2024-10-29 17:00:00,1.08,0.415,31.1,18.4,25.1,22.8,6.3
2024-10-29 18:00:00,1.23,0.415,31.2,13.5,26.1,24.2,6.6
2024-10-29 19:00:00,1.13,0.395,23.8,13.0,23.8,22.1,6.2
2024-10-29 20:00:00,0.99,0.402,23.7,8.2,19.2,18.3,6.4
