time,C6H6,CO,NO2,O3,PM10,PM25,SO2
2024-03-20 21:00:00,1.54,0.36,19.7,38.8,30.3,26.6,5.7
2024-03-20 22:00:00,1.33,0.341,17.3,40.3,24.7,21.0,5.6
2024-03-20 23:00:00,1.18,0.303,10.0,45.5,20.7,18.8,5.4
2024-03-21 00:00:00,0.97,0.281,7.1,47.6,19.0,17.8,5.4
2024-03-21 01:00:00,1.02,0.277,5.3,47.1,20.9,19.2,5.4
2024-03-21 02:00:00,1.12,0.263,6.8,41.0,22.2,20.8,5.1
2024-03-21 03:00:00,1.12,0.28,7.1,37.3,25.5,24.3,5.8
2024-03-21 04:00:00,1.27,0.292,9.1,33.2,27.9,26.4,5.3
2024-03-21 05:00:00,1.34,0.309,10.0,30.9,28.9,27.7,5.0
2024-03-21 06:00:00,1.53,0.338,14.2,26.0,32.3,29.5,6.3
2024-03-21 07:00:00,1.65,0.371,19.3,21.8,38.0,31.3,6.2
2024-03-21 08:00:00,1.9,0.437,25.9,15.5,43.2,33.6,6.5
2024-03-21 09:00:00,2.1,0.4,24.0,22.6,45.5,35.2,6.9
2024-03-21 10:00:00,1.91,0.366,17.2,31.1,44.4,35.3,7.4
2024-03-21 11:00:00,1.9,0.372,17.8,36.0,39.7,35.5,7.7
2024-03-21 12:00:00,1.73,0.348,18.5,43.6,36.9,33.9,7.4
2024-03-21 13:00:00,1.63,0.35,19.8,42.7,34.8,33.2,7.1
2024-03-21 14:00:00,1.68,0.331,17.4,50.0,34.6,32.6,7.0
2024-03-21 15:00:00,1.45,0.337,18.9,55.4,34.2,33.4,7.1
2024-03-21 16:00:00,1.88,0.369,24.5,50.4,34.8,34.5,7.5
2024-03-21 17:00:00,1.52,0.403,26.4,50.5,38.9,35.9,7.5
2024-03-21 18:00:00,1.63,0.35,23.3,56.2,33.6,32.7,8.0
2024-03-21 19:00:00,1.65,0.403,26.8,49.4,39.9,35.6,7.5
2024-03-21 20:00:00,1.52,0.364,30.4,42.0,34.1,33.3,7.1
2024-03-21 21:00:00,1.49,0.327,21.8,45.2,37.4,36.8,6.7
2024-03-21 22:00:00,1.67,0.319,13.0,46.3,34.1,34.1,7.2
2024-03-21 23:00:00,1.33,0.273,10.0,52.2,28.5,28.5,6.6
2024-03-22 00:00:00,1.16,0.277,9.3,52.1,28.9,28.7,6.9
2024-03-22 01:00:00,1.2,0.293,10.5,47.3,39.1,32.9,6.5
2024-03-22 02:00:00,1.24,0.273,9.5,53.9,30.9,30.3,6.7
2024-03-22 03:00:00,0.97,0.257,6.2,65.2,25.2,25.1,6.3
2024-03-22 04:00:00,0.76,0.235,6.2,61.3,23.8,23.5,6.6
2024-03-22 05:00:00,0.65,0.217,6.5,59.5,20.3,19.8,7.2
2024-03-22 06:00:00,0.56,0.245,8.1,57.9,18.9,18.4,6.9
2024-03-22 07:00:00,0.68,0.264,19.6,46.8,20.1,19.5,6.6
2024-03-22 08:00:00,0.73,0.273,19.0,50.1,19.6,18.9,6.4
2024-03-22 09:00:00,0.67,0.254,15.0,55.9,19.9,18.6,8.8
2024-03-22 10:00:00,0.57,0.253,16.4,56.4,20.6,18.4,6.8
2024-03-22 11:00:00,0.65,0.246,15.8,51.6,21.6,19.0,7.0
2024-03-22 12:00:00,0.77,0.26,13.1,54.3,19.3,17.2,6.8
2024-03-22 13:00:00,0.74,0.266,12.5,53.9,19.9,17.7,6.9
2024-03-22 14:00:00,0.83,0.273,17.9,47.0,22.1,20.4,7.2
2024-03-22 15:00:00,0.84,0.251,17.8,49.7,21.8,21.0,7.4
2024-03-22 16:00:00,0.74,0.259,22.1,45.2,22.6,21.4,7.7
2024-03-22 17:00:00,0.79,0.267,22.0,42.1,23.3,22.1,7.7
2024-03-22 18:00:00,0.69,0.267,26.8,34.0,27.6,24.6,7.5
2024-03-22 19:00:00,0.74,0.269,21.9,39.0,25.5,23.3,8.1
2024-03-22 20:00:00,0.75,0.264,17.2,43.2,23.9,22.3,8.0
2024-03-22 21:00:00,0.7,0.248,13.0,46.6,24.2,22.1,8.1
2024-03-22 22:00:00,0.72,0.24,12.6,45.4,23.8,21.9,8.1
2024-03-22 23:00:00,0.72,0.248,10.2,46.0,24.6,23.2,8.5
2024-03-23 00:00:00,0.73,0.231,8.3,47.1,22.3,21.5,8.7
2024-03-23 01:00:00,0.57,0.223,7.0,48.2,17.6,17.0,8.6
2024-03-23 02:00:00,0.51,0.215,6.1,49.8,14.9,14.1,8.6
2024-03-23 03:00:00,0.39,0.206,4.8,55.0,13.0,12.0,8.7
2024-03-23 04:00:00,0.36,0.219,4.2,57.4,13.0,11.7,8.8
2024-03-23 05:00:00,0.35,0.213,4.8,58.6,12.5,11.1,9.0
2024-03-23 06:00:00,0.33,0.228,5.8,55.4,12.2,10.5,7.8
2024-03-23 07:00:00,0.36,0.22,12.7,48.2,13.4,11.4,7.8
2024-03-23 08:00:00,0.41,0.205,10.0,50.8,15.0,13.1,8.7
2024-03-23 09:00:00,0.37,0.188,6.8,59.5,16.1,13.9,8.6
2024-03-23 10:00:00,0.31,0.202,6.0,63.4,14.8,12.5,8.9
2024-03-23 11:00:00,0.39,0.198,6.6,65.7,14.1,12.1,9.0
2024-03-23 12:00:00,0.35,0.222,7.4,64.7,13.4,11.7,9.2
2024-03-23 13:00:00,0.42,0.207,5.0,68.8,12.0,10.3,9.0
2024-03-23 14:00:00,0.31,0.193,4.8,69.9,11.2,9.9,9.2
2024-03-23 15:00:00,0.38,0.211,5.2,71.0,7.9,6.8,8.9
2024-03-23 16:00:00,0.39,0.193,3.5,79.0,7.1,6.1,9.1
2024-03-23 17:00:00,0.37,0.198,3.2,75.9,7.0,5.9,9.4
2024-03-23 18:00:00,0.37,0.214,3.6,82.2,6.7,5.7,9.3
2024-03-23 19:00:00,0.31,0.2,3.8,86.7,6.4,5.4,8.5
2024-03-23 20:00:00,0.34,0.218,4.3,81.4,7.6,6.6,9.2
2024-03-23 21:00:00,0.36,0.21,4.4,76.1,8.0,7.0,9.1
2024-03-23 22:00:00,0.53,0.283,4.8,73.6,11.1,10.2,8.6
2024-03-23 23:00:00,0.62,0.242,3.0,73.3,12.0,11.1,8.4
2024-03-24 00:00:00,0.59,0.245,3.7,70.3,11.7,10.7,8.1
2024-03-24 01:00:00,0.5,0.232,2.5,70.3,12.7,11.7,8.3
2024-03-24 02:00:00,0.55,0.273,3.2,65.8,12.6,11.6,8.4
2024-03-24 03:00:00,0.52,0.248,3.5,64.4,15.1,14.1,8.9
2024-03-24 04:00:00,0.49,0.255,3.0,64.6,17.8,17.1,8.7
2024-03-24 05:00:00,0.44,0.238,2.7,63.5,18.4,17.7,8.7
2024-03-24 06:00:00,0.42,0.234,3.5,64.1,18.2,17.5,8.8
2024-03-24 07:00:00,0.44,0.257,6.9,59.6,19.5,18.8,8.7
2024-03-24 08:00:00,0.45,0.265,8.9,58.6,17.7,17.1,8.9
2024-03-24 09:00:00,0.47,0.269,6.3,63.2,16.8,16.1,8.7
2024-03-24 10:00:00,0.43,0.235,3.1,73.1,15.2,14.4,8.7
2024-03-24 11:00:00,0.4,0.225,3.6,78.3,13.4,12.5,8.8
2024-03-24 12:00:00,0.32,0.225,3.3,81.0,12.9,11.6,8.7
2024-03-24 13:00:00,0.33,0.241,4.4,82.6,12.7,10.5,8.5
2024-03-24 14:00:00,0.4,0.259,6.1,80.1,13.3,11.8,8.8
2024-03-24 15:00:00,0.36,0.255,6.1,79.3,12.1,10.4,9.1
2024-03-24 16:00:00,0.32,0.254,3.9,81.4,13.2,11.6,8.9
2024-03-24 17:00:00,0.36,0.275,5.7,78.0,13.5,11.6,8.7
2024-03-24 18:00:00,0.36,0.264,4.0,83.6,11.0,9.7,8.7
2024-03-24 19:00:00,0.43,0.355,23.9,57.9,17.2,14.1,8.9
2024-03-24 20:00:00,1.22,0.524,46.6,26.3,28.2,22.5,8.8
2024-03-24 21:00:00,1.34,0.376,16.2,54.1,20.9,19.0,8.7
2024-03-24 22:00:00,0.82,0.35,12.0,64.2,18.2,16.9,8.9
2024-03-24 23:00:00,0.55,0.301,9.2,67.6,15.4,14.3,9.0
2024-03-25 00:00:00,0.51,0.316,8.6,63.0,16.7,15.7,8.8
2024-03-25 01:00:00,0.68,0.315,9.8,56.5,20.5,18.1,9.4
2024-03-25 02:00:00,0.83,0.314,10.2,51.6,21.7,19.4,9.2
2024-03-25 03:00:00,0.82,0.286,6.6,54.8,19.4,18.4,9.0
2024-03-25 04:00:00,0.66,0.272,5.0,57.1,17.2,16.6,9.3
2024-03-25 05:00:00,0.62,0.294,9.0,52.2,17.9,17.3,8.7
2024-03-25 06:00:00,1.27,0.316,18.9,39.9,18.2,17.7,9.2
2024-03-25 07:00:00,0.83,0.351,26.7,34.4,20.4,19.4,9.0
2024-03-25 08:00:00,1.16,0.432,26.9,31.6,25.6,23.2,10.8
2024-03-25 09:00:00,1.25,0.362,17.7,41.8,29.3,26.2,8.4
2024-03-25 10:00:00,1.18,0.352,13.6,42.9,28.8,26.5,9.7
2024-03-25 11:00:00,0.92,0.323,11.4,47.4,27.6,25.2,10.2
2024-03-25 12:00:00,0.84,0.296,9.4,53.5,23.0,21.2,9.6
2024-03-25 13:00:00,0.63,0.266,7.3,63.1,18.1,16.6,9.8
2024-03-25 14:00:00,0.52,0.277,7.5,66.1,16.1,14.6,10.1
2024-03-25 15:00:00,0.56,0.285,10.9,65.4,15.9,13.0,10.1
2024-03-25 16:00:00,0.5,0.273,7.9,71.6,13.7,10.9,9.1
2024-03-25 17:00:00,0.44,0.261,6.0,73.9,11.0,8.7,8.8
2024-03-25 18:00:00,0.62,0.293,10.1,63.9,16.6,13.2,9.1
2024-03-25 19:00:00,0.76,0.313,15.6,57.3,20.6,16.5,9.2
2024-03-25 20:00:00,0.89,0.341,22.4,50.2,24.3,19.3,10.3
2024-03-25 21:00:00,1.05,0.362,16.7,50.8,24.6,21.3,9.5
2024-03-25 22:00:00,1.19,0.357,13.0,46.1,25.6,20.5,8.4
2024-03-25 23:00:00,1.02,0.314,8.1,49.1,19.0,16.6,8.4
2024-03-26 00:00:00,1.04,0.342,10.5,39.5,22.5,19.5,8.2
2024-03-26 01:00:00,1.36,0.395,16.9,26.8,30.7,25.3,8.3
2024-03-26 02:00:00,1.47,0.397,15.9,14.8,32.8,24.9,8.0
2024-03-26 03:00:00,1.33,0.403,15.4,10.4,32.4,25.0,8.2
2024-03-26 04:00:00,1.48,0.429,16.0,4.7,38.3,27.5,7.9
2024-03-26 05:00:00,1.49,0.434,14.5,4.0,37.3,27.3,7.9
2024-03-26 06:00:00,1.59,0.456,18.7,5.3,32.2,24.9,7.7
2024-03-26 07:00:00,1.7,0.477,25.6,12.0,32.8,27.6,7.9
2024-03-26 08:00:00,2.45,0.74,40.4,7.3,45.0,37.2,8.5
2024-03-26 09:00:00,2.71,0.552,36.3,14.5,45.5,33.6,8.6
2024-03-26 10:00:00,1.52,0.346,14.2,51.0,21.1,16.6,8.6
2024-03-26 11:00:00,0.63,0.268,6.5,66.3,14.9,10.7,8.1
2024-03-26 12:00:00,0.51,0.268,5.3,70.8,13.9,10.6,8.3
2024-03-26 13:00:00,0.54,0.257,7.1,74.4,13.8,9.6,8.2
2024-03-26 14:00:00,0.44,0.269,6.3,74.6,14.6,10.7,8.1
2024-03-26 15:00:00,0.44,0.286,8.6,74.4,15.8,11.3,8.3
2024-03-26 16:00:00,0.49,0.289,10.3,74.0,19.6,12.2,8.5
2024-03-26 17:00:00,0.63,0.303,15.0,69.1,19.1,13.9,8.7
2024-03-26 18:00:00,0.64,0.314,19.6,61.2,24.2,18.1,9.3
2024-03-26 19:00:00,0.77,0.333,25.9,52.3,28.0,18.8,10.6
2024-03-26 20:00:00,0.83,0.297,17.4,59.6,22.7,17.2,10.3
2024-03-26 21:00:00,0.64,0.279,10.0,65.9,18.6,16.2,9.3
2024-03-26 22:00:00,0.66,0.287,9.7,64.8,22.2,18.7,8.9
2024-03-26 23:00:00,0.74,0.288,11.9,61.2,24.1,21.1,9.3
2024-03-27 00:00:00,0.76,0.3,6.2,67.5,20.8,19.1,8.9
2024-03-27 01:00:00,0.74,0.298,7.1,62.6,22.6,20.2,9.7
2024-03-27 02:00:00,0.76,0.291,5.6,63.0,20.7,19.4,9.3
2024-03-27 03:00:00,0.7,0.272,5.3,64.0,19.8,18.4,10.1
2024-03-27 04:00:00,0.67,0.276,6.4,62.4,20.0,18.4,12.1
2024-03-27 05:00:00,0.63,0.278,12.1,55.1,21.2,18.7,17.3
2024-03-27 06:00:00,0.62,0.302,20.2,46.5,23.8,19.1,23.9
2024-03-27 07:00:00,0.85,0.33,19.0,47.7,24.5,18.5,17.3
2024-03-27 08:00:00,0.84,0.333,17.2,51.1,24.5,16.2,12.1
2024-03-27 09:00:00,0.75,0.328,15.4,54.9,22.8,15.0,11.5
2024-03-27 10:00:00,0.74,0.317,11.6,60.6,24.2,17.1,11.8
2024-03-27 11:00:00,1.03,0.302,9.2,67.3,21.8,14.2,12.0
2024-03-27 12:00:00,0.61,0.308,10.0,72.8,21.7,13.0,11.1
2024-03-27 13:00:00,0.54,0.296,8.3,78.8,24.3,12.5,11.4
2024-03-27 14:00:00,0.53,0.293,8.8,86.4,24.5,11.2,10.5
2024-03-27 15:00:00,0.48,0.295,10.0,88.3,28.8,11.3,10.8
2024-03-27 16:00:00,0.48,0.274,11.8,87.4,24.9,11.5,10.6
2024-03-27 17:00:00,,0.288,15.1,82.9,24.2,12.5,10.7
2024-03-27 18:00:00,,0.289,15.8,81.4,24.4,13.7,10.6
2024-03-27 19:00:00,,0.281,15.4,79.5,23.9,14.1,10.7
2024-03-27 20:00:00,,0.27,12.2,80.3,22.3,13.9,10.4
2024-03-27 21:00:00,,0.264,9.6,79.9,21.0,13.3,11.0
2024-03-27 22:00:00,,0.256,9.7,78.4,21.3,14.4,11.3
2024-03-27 23:00:00,,0.261,8.1,77.6,20.8,14.7,11.6
2024-03-28 00:00:00,,0.337,6.0,76.6,19.7,14.2,12.0
2024-03-28 01:00:00,,0.393,6.1,73.5,20.8,14.8,12.9
2024-03-28 02:00:00,,0.365,5.5,72.7,22.1,15.3,11.9
2024-03-28 03:00:00,,0.348,6.6,67.9,22.9,15.8,14.1
2024-03-28 04:00:00,,0.375,7.1,66.1,23.3,16.2,15.6
2024-03-28 05:00:00,,0.359,6.8,64.3,22.9,16.5,13.1
2024-03-28 06:00:00,,0.379,13.7,53.1,25.9,17.5,18.2
2024-03-28 07:00:00,,0.445,15.6,50.7,27.7,18.3,17.1
2024-03-28 08:00:00,,0.417,20.7,45.0,26.2,17.8,15.2
2024-03-28 09:00:00,0.32,0.394,15.3,52.0,31.3,18.6,15.1
2024-03-28 10:00:00,0.54,0.367,12.1,61.2,39.7,20.5,14.1
2024-03-28 11:00:00,0.62,0.379,11.2,62.8,46.2,22.1,12.8
2024-03-28 12:00:00,0.65,0.354,8.7,68.9,53.4,24.0,12.6
2024-03-28 13:00:00,0.59,0.381,9.6,70.7,68.9,27.8,13.1
2024-03-28 14:00:00,0.63,0.384,11.5,65.9,64.8,28.2,12.6
2024-03-28 15:00:00,0.73,0.387,14.2,62.4,68.8,30.2,12.9
2024-03-28 16:00:00,0.88,0.434,19.2,55.8,55.9,29.7,13.2
2024-03-28 17:00:00,0.86,0.395,17.3,55.9,45.1,31.3,12.5
2024-03-28 18:00:00,0.76,0.371,15.2,53.3,30.6,22.3,11.9
2024-03-28 19:00:00,0.75,0.386,19.5,42.5,19.1,16.0,11.7
2024-03-28 20:00:00,0.63,0.363,9.9,48.1,18.3,17.3,11.4
2024-03-28 21:00:00,0.66,0.363,8.9,52.7,17.6,16.4,10.7
2024-03-28 22:00:00,0.75,0.409,14.2,46.6,18.8,17.1,10.4
2024-03-28 23:00:00,0.74,0.413,18.6,43.7,19.1,16.4,11.1
2024-03-29 00:00:00,0.71,0.404,11.1,49.4,18.9,17.0,10.9
2024-03-29 01:00:00,0.65,0.392,10.0,49.1,17.9,15.7,10.7
2024-03-29 02:00:00,0.6,0.382,6.9,54.3,16.7,14.8,10.6
2024-03-29 03:00:00,0.59,0.372,5.6,60.4,15.4,13.3,11.1
2024-03-29 04:00:00,0.55,0.388,5.1,62.1,12.9,11.2,10.8
2024-03-29 05:00:00,0.43,0.39,4.0,68.0,10.1,8.6,10.4
2024-03-29 06:00:00,0.39,0.346,5.4,66.5,9.7,8.2,9.9
2024-03-29 07:00:00,0.38,0.324,11.7,60.7,10.0,7.9,9.8
2024-03-29 08:00:00,0.53,0.295,13.6,64.5,11.1,7.5,10.4
2024-03-29 09:00:00,0.4,0.275,9.9,73.5,10.7,7.3,12.3
2024-03-29 10:00:00,0.43,0.257,7.5,78.9,11.3,7.6,10.7
2024-03-29 11:00:00,0.42,0.243,6.9,83.9,11.5,7.1,9.5
2024-03-29 12:00:00,0.36,0.198,5.8,88.8,11.4,6.2,9.5
2024-03-29 13:00:00,0.31,0.213,6.4,89.4,11.6,6.6,9.4
2024-03-29 14:00:00,0.32,0.187,5.4,92.3,12.1,6.7,9.1
2024-03-29 15:00:00,0.3,0.219,6.1,92.2,15.8,7.0,9.0
2024-03-29 16:00:00,0.33,0.21,7.7,90.1,18.2,7.7,8.9
2024-03-29 17:00:00,0.37,0.231,9.2,88.2,15.5,7.7,8.9
2024-03-29 18:00:00,0.42,0.291,18.7,77.5,20.7,9.4,9.0
2024-03-29 19:00:00,0.88,0.388,43.8,50.5,28.5,11.8,9.1
2024-03-29 20:00:00,1.09,0.346,29.4,62.3,22.4,11.0,9.3
2024-03-29 21:00:00,0.75,0.344,13.2,78.1,16.7,9.5,9.1
2024-03-29 22:00:00,0.65,0.316,8.6,81.7,15.4,8.8,8.4
2024-03-29 23:00:00,0.5,0.32,7.0,83.1,13.1,8.0,9.7
2024-03-30 00:00:00,0.61,0.308,7.8,81.4,12.9,8.8,9.7
2024-03-30 01:00:00,0.68,0.306,6.3,80.1,12.4,9.0,9.8
2024-03-30 02:00:00,0.65,0.269,6.3,76.3,13.3,9.9,9.9
2024-03-30 03:00:00,0.71,0.212,7.0,71.3,13.7,10.5,9.4
2024-03-30 04:00:00,0.78,0.208,6.7,66.8,14.7,11.4,10.1
2024-03-30 05:00:00,0.84,0.219,10.1,59.6,16.1,12.4,9.4
2024-03-30 06:00:00,0.95,0.25,20.4,44.1,19.9,13.6,9.8
2024-03-30 07:00:00,1.37,0.34,30.4,36.0,28.0,16.9,10.2
2024-03-30 08:00:00,1.57,0.39,22.6,47.1,24.6,16.8,10.2
2024-03-30 09:00:00,1.21,0.484,15.5,56.0,23.3,15.6,10.4
2024-03-30 10:00:00,1.1,0.447,12.4,65.4,21.7,14.4,10.4
2024-03-30 11:00:00,0.76,0.397,7.9,77.9,17.4,11.7,10.2
2024-03-30 12:00:00,0.69,0.381,7.0,83.4,15.9,10.1,10.1
2024-03-30 13:00:00,0.67,0.379,7.1,86.5,14.9,10.1,10.1
2024-03-30 14:00:00,0.65,0.386,6.1,91.1,14.9,9.3,9.5
2024-03-30 15:00:00,0.54,0.37,6.4,94.0,14.0,8.6,9.9
2024-03-30 16:00:00,0.45,0.364,5.6,95.0,15.4,9.0,10.0
2024-03-30 17:00:00,0.42,0.353,6.9,97.0,17.7,9.8,10.0
2024-03-30 18:00:00,0.46,0.372,12.5,86.7,26.1,11.9,10.4
2024-03-30 19:00:00,0.81,0.453,33.1,60.7,33.6,16.4,10.7
2024-03-30 20:00:00,1.15,0.447,27.9,63.9,37.4,24.0,11.5
2024-03-30 21:00:00,1.08,0.402,22.8,63.4,29.8,18.9,11.4
2024-03-30 22:00:00,0.83,0.376,9.9,69.7,27.3,16.3,10.1
2024-03-30 23:00:00,0.83,0.369,8.6,70.4,32.0,17.2,10.3
2024-03-31 00:00:00,0.58,0.378,5.1,75.6,64.0,25.4,10.8
2024-03-31 01:00:00,0.56,0.382,4.9,72.8,76.2,29.7,10.8
2024-03-31 02:00:00,0.57,0.39,4.3,70.3,79.0,31.0,10.4
2024-03-31 03:00:00,0.59,0.393,4.5,65.7,83.9,32.9,11.0
2024-03-31 04:00:00,0.68,0.359,5.0,62.6,91.5,36.4,10.8
2024-03-31 05:00:00,0.66,0.307,5.7,62.9,92.7,37.0,10.8
2024-03-31 06:00:00,0.7,0.346,8.7,58.4,88.6,37.1,13.3
2024-03-31 07:00:00,0.77,0.393,9.2,53.9,80.5,35.3,10.9
2024-03-31 08:00:00,0.7,0.398,6.5,61.2,73.8,30.7,10.8
2024-03-31 09:00:00,0.55,0.41,5.9,66.2,64.2,26.7,11.4
2024-03-31 10:00:00,0.51,0.397,6.5,70.7,61.8,23.7,11.8
2024-03-31 11:00:00,0.4,0.386,3.9,77.4,61.7,22.7,11.7
2024-03-31 12:00:00,0.32,0.299,3.2,83.0,65.4,22.3,10.9
2024-03-31 13:00:00,0.33,0.208,3.9,85.2,53.1,19.2,10.9
2024-03-31 14:00:00,0.27,0.187,3.7,89.8,63.1,19.3,11.2
2024-03-31 15:00:00,0.26,0.149,3.8,89.9,54.7,18.3,11.5
2024-03-31 16:00:00,0.26,0.195,6.6,88.4,79.9,23.2,11.3
2024-03-31 17:00:00,0.38,0.195,14.0,79.5,77.4,23.5,12.5
2024-03-31 18:00:00,0.4,0.202,16.7,76.9,82.7,25.3,12.5
2024-03-31 19:00:00,0.87,0.461,43.6,36.2,99.3,29.1,11.5
2024-03-31 20:00:00,2.0,0.658,60.7,10.7,103.2,36.9,11.2
2024-03-31 21:00:00,2.58,0.788,60.9,5.0,94.7,40.7,11.9
2024-03-31 22:00:00,2.32,0.664,50.5,13.0,71.3,36.9,11.1
2024-03-31 23:00:00,1.19,0.24,16.7,59.1,98.8,36.8,11.5
2024-04-01 00:00:00,0.63,0.167,8.5,63.9,103.8,40.1,11.4
2024-04-01 01:00:00,0.61,0.172,5.6,65.0,105.9,42.0,11.3
2024-04-01 02:00:00,0.6,0.174,6.0,61.9,102.6,41.6,11.2
2024-04-01 03:00:00,0.59,0.189,5.5,60.2,99.8,41.2,11.2
2024-04-01 04:00:00,0.56,0.212,5.5,58.1,96.8,40.2,11.0
2024-04-01 05:00:00,0.57,0.235,7.6,53.1,76.3,39.9,11.3
2024-04-01 06:00:00,0.6,0.269,8.5,51.3,57.3,40.5,10.9
2024-04-01 07:00:00,0.73,0.27,7.3,52.8,96.7,40.4,11.1
2024-04-01 08:00:00,0.69,0.248,6.6,54.4,101.2,39.1,11.1
2024-04-01 09:00:00,0.62,0.201,5.5,60.4,101.0,38.8,11.7
2024-04-01 10:00:00,0.53,0.188,5.3,67.4,100.9,38.4,11.3
2024-04-01 11:00:00,0.46,0.165,3.7,76.6,106.9,37.8,11.4
2024-04-01 12:00:00,0.39,0.181,4.1,79.8,103.3,36.0,11.2
2024-04-01 13:00:00,0.37,0.177,4.8,80.2,91.4,33.3,11.5
2024-04-01 14:00:00,0.34,0.175,4.3,81.3,70.8,28.2,11.0
2024-04-01 15:00:00,0.33,0.231,4.4,79.9,62.7,26.0,11.0
2024-04-01 16:00:00,0.32,0.165,4.4,86.7,48.4,21.2,11.5
2024-04-01 17:00:00,0.31,0.179,6.5,85.8,69.0,28.4,11.6
2024-04-01 18:00:00,0.34,0.315,13.8,73.7,82.2,32.9,11.6
2024-04-01 19:00:00,0.43,0.333,21.0,63.6,81.4,33.2,11.9
2024-04-01 20:00:00,0.61,0.341,24.3,59.1,83.2,35.4,12.1
2024-04-01 21:00:00,0.63,0.309,24.6,57.8,79.2,35.9,12.4
2024-04-01 22:00:00,0.59,0.323,14.1,60.1,80.1,36.0,11.8
2024-04-01 23:00:00,0.7,0.323,12.6,60.1,87.7,37.8,11.9
2024-04-02 00:00:00,0.53,0.336,4.7,67.7,69.0,35.0,11.9
2024-04-02 01:00:00,0.56,0.335,4.9,59.4,38.4,27.7,11.5
2024-04-02 02:00:00,0.61,0.327,4.5,58.5,34.4,25.1,11.2
2024-04-02 03:00:00,0.46,0.315,3.1,60.7,27.8,20.3,11.9
2024-04-02 04:00:00,0.38,0.325,2.7,61.2,23.4,17.5,12.1
2024-04-02 05:00:00,0.41,0.361,3.0,58.2,21.1,17.6,11.9
2024-04-02 06:00:00,0.45,0.372,4.0,58.9,16.8,14.3,11.3
2024-04-02 07:00:00,0.5,0.43,5.7,58.4,12.3,10.5,11.3
2024-04-02 08:00:00,0.51,0.375,6.0,61.0,9.7,8.3,11.7
2024-04-02 09:00:00,0.44,0.284,4.7,63.4,9.2,8.1,11.3
2024-04-02 10:00:00,0.48,0.243,5.1,64.9,8.9,7.9,11.5
2024-04-02 11:00:00,0.44,0.201,5.7,65.7,9.2,7.9,10.6
2024-04-02 12:00:00,0.47,0.223,5.6,63.3,10.4,9.2,11.2
2024-04-02 13:00:00,0.4,0.165,4.8,65.9,11.6,10.4,10.7
2024-04-02 14:00:00,0.37,0.188,5.8,63.9,12.6,11.1,10.6
2024-04-02 15:00:00,0.34,0.281,6.2,73.2,10.5,8.9,10.4
2024-04-02 16:00:00,0.32,0.287,4.7,78.1,11.9,10.0,10.7
2024-04-02 17:00:00,0.34,0.298,4.1,78.4,11.6,9.8,10.4
2024-04-02 18:00:00,0.37,0.323,5.4,76.0,12.6,9.8,10.6
2024-04-02 19:00:00,0.44,0.332,9.0,69.2,13.1,10.0,10.9
2024-04-02 20:00:00,0.59,0.353,10.5,63.9,15.0,12.1,11.1
2024-04-02 21:00:00,0.55,0.338,4.1,75.8,13.5,9.8,10.9
2024-04-02 22:00:00,0.35,0.329,2.4,86.1,10.9,8.4,11.1
2024-04-02 23:00:00,0.26,0.313,1.3,87.9,9.8,7.2,10.5
2024-04-03 00:00:00,0.26,0.325,1.3,77.5,7.3,5.2,10.5
2024-04-03 01:00:00,0.3,0.338,1.0,64.1,5.1,3.7,10.1
2024-04-03 02:00:00,0.31,0.341,1.1,61.8,4.9,3.9,9.8
2024-04-03 03:00:00,0.31,0.337,1.1,60.6,5.2,4.2,10.1
2024-04-03 04:00:00,0.3,0.347,1.0,59.1,5.4,4.4,10.2
2024-04-03 05:00:00,0.31,0.347,1.3,58.4,5.5,4.5,11.2
2024-04-03 06:00:00,0.35,0.35,3.7,55.3,6.6,5.5,9.5
2024-04-03 07:00:00,0.48,0.362,5.7,52.3,7.4,6.2,9.9
2024-04-03 08:00:00,0.43,0.352,5.8,54.6,6.9,5.7,10.3
2024-04-03 09:00:00,0.33,0.359,3.1,61.0,5.7,4.5,9.8
2024-04-03 10:00:00,0.32,0.363,3.0,61.8,5.9,4.4,9.5
2024-04-03 11:00:00,0.34,0.366,2.6,62.9,6.1,4.6,9.6
2024-04-03 12:00:00,0.34,0.366,3.1,63.7,6.5,4.7,9.2
2024-04-03 13:00:00,0.34,0.373,3.0,66.0,6.6,4.4,9.0
2024-04-03 14:00:00,0.34,0.362,2.1,67.2,5.2,4.0,8.6
2024-04-03 15:00:00,0.41,0.375,2.0,68.8,5.2,4.0,8.6
2024-04-03 16:00:00,0.43,0.381,1.8,69.2,5.3,3.8,8.2
2024-04-03 17:00:00,0.32,0.351,1.8,68.3,4.8,3.8,8.2
2024-04-03 18:00:00,0.32,0.375,1.7,67.6,4.9,3.9,8.1
2024-04-03 19:00:00,0.34,0.36,1.9,65.2,5.0,4.0,7.8
2024-04-03 20:00:00,0.33,0.335,1.5,65.7,5.3,4.3,7.8
2024-04-03 21:00:00,0.31,0.329,1.2,65.7,5.8,4.9,7.3
2024-04-03 22:00:00,0.31,0.339,1.3,65.1,6.6,5.6,7.3
2024-04-03 23:00:00,0.43,0.331,0.7,65.7,6.8,5.8,7.1
2024-04-04 00:00:00,0.3,0.327,0.2,65.5,7.3,6.2,6.9
2024-04-04 01:00:00,0.29,0.327,0.2,69.6,7.5,6.2,6.9
2024-04-04 02:00:00,0.26,0.324,,69.8,8.1,6.6,7.0
